School_Code,County,Public_Private,School_District,City,School_Name,Enrollment,UTD_NUMBER,UTD_PERCENTAGE,PME_NUMBER,PME_PERCENTAGE,PBE_PERCENTAGE,PBE_PERCENTAGE,REPORTED,Grade,YEAR
6115331,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MARSHALL MIDDLE,479,469,98,0,0,10,2,Y,7,2014-2015
6059653,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MARSTON MIDDLE,233,232,100,0,0,1,0,Y,7,2014-2015
0117333,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MEMORIAL SCHOLARS AND ATHLETES,174,174,100,0,0,0,0,Y,7,2014-2015
0117325,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MILLENNIAL TECH MIDDLE,149,149,100,0,0,0,0,Y,7,2014-2015
6059679,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MONTGOMERY MIDDLE,147,147,100,0,0,0,0,Y,7,2014-2015
3730751,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MT. EVEREST ACADEMY,25,23,92,0,0,2,8,Y,7,2014-2015
6115570,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MUSEUM,23,22,96,0,0,1,4,Y,7,2014-2015
0123778,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,OLD TOWN ACADEMY K-8 CHARTER,25,23,92,1,4,1,4,Y,7,2014-2015
6059695,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PACIFIC BEACH MIDDLE,210,208,99,0,0,2,1,Y,7,2014-2015
6039929,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PERKINS K-8,53,53,100,0,0,0,0,Y,7,2014-2015
6061972,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PERSHING MIDDLE,243,242,100,0,0,1,0,Y,7,2014-2015
6040083,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,RILEY NEW DAWN,12,12,100,0,0,0,0,Y,7,2014-2015
6059703,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ROOSEVELT INTERNATIONAL MIDDLE,335,331,99,1,0,3,1,Y,7,2014-2015
6119168,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO COOPERATIVE CHARTER,56,52,93,0,0,4,7,Y,7,2014-2015
0125583,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO GLOBAL VISION ACADEMY MIDDLE,26,23,88,0,0,3,12,Y,7,2014-2015
3730371,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO SCPA,212,210,99,0,0,2,1,Y,7,2014-2015
6096598,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,STANDLEY MIDDLE,328,325,99,0,0,3,1,Y,7,2014-2015
6059711,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,TAFT MIDDLE,147,143,97,0,0,4,3,Y,7,2014-2015
6061964,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,THE O'FARRELL CHARTER,243,240,99,1,0,2,1,Y,7,2014-2015
0118000,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,URBAN DISCOVERY ACADEMY CHARTER,17,17,100,0,0,0,0,Y,7,2014-2015
6097844,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WANGENHEIM MIDDLE,304,298,98,0,0,6,2,Y,7,2014-2015
6061980,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WILSON MIDDLE,195,195,100,0,0,0,0,Y,7,2014-2015
6104749,SAN DIEGO,PUBLIC,SAN DIEGUITO UNION HIGH,ENCINITAS,DIEGUENO MIDDLE,471,448,95,0,0,23,5,Y,7,2014-2015
6059737,SAN DIEGO,PUBLIC,SAN DIEGUITO UNION HIGH,ENCINITAS,OAK CREST MIDDLE,371,360,97,0,0,11,3,Y,7,2014-2015
6117352,SAN DIEGO,PUBLIC,SAN DIEGUITO UNION HIGH,SAN DIEGO,CARMEL VALLEY MIDDLE,738,722,98,2,0,14,2,Y,7,2014-2015
6061998,SAN DIEGO,PUBLIC,SAN DIEGUITO UNION HIGH,SOLANA BEACH,EARL WARREN MIDDLE,363,345,95,0,0,18,5,Y,7,2014-2015
0105684,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,SAN ELIJO MIDDLE,628,602,96,1,0,25,4,Y,7,2014-2015
6039093,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,SAN MARCOS MIDDLE,470,466,99,0,0,4,1,Y,7,2014-2015
6095061,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,WOODLAND PARK MIDDLE,439,431,98,1,0,7,2,Y,7,2014-2015
6040331,SAN DIEGO,PUBLIC,SAN PASQUAL UNION ELEMENTARY,ESCONDIDO,SAN PASQUAL UNION ELEMENTARY,81,79,98,0,0,2,2,Y,7,2014-2015
6119341,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN DIEGO,OCEAN VIEW HILLS,118,118,100,0,0,0,0,Y,7,2014-2015
6098453,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN YSIDRO,SAN YSIDRO MIDDLE,269,268,100,0,0,1,0,Y,7,2014-2015
0123000,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN YSIDRO,WILLOW ELEMENTARY,108,108,100,0,0,0,0,Y,7,2014-2015
6040372,SAN DIEGO,PUBLIC,SANTEE,EL CAJON,PEPPER DRIVE ELEMENTARY,90,84,93,0,0,6,7,Y,7,2014-2015
6040349,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CAJON PARK ELEMENTARY,122,119,98,0,0,3,2,Y,7,2014-2015
6040356,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CARLTON HILLS ELEMENTARY,89,87,98,0,0,2,2,Y,7,2014-2015
6068159,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CARLTON OAKS ELEMENTARY,100,95,95,0,0,5,5,Y,7,2014-2015
6040364,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CHET F. HARRITT ELEMENTARY,41,41,100,0,0,0,0,Y,7,2014-2015
6085161,SAN DIEGO,PUBLIC,SANTEE,SANTEE,HILL CREEK ELEMENTARY,90,86,96,0,0,4,4,Y,7,2014-2015
6040380,SAN DIEGO,PUBLIC,SANTEE,SANTEE,PRIDE ACADEMY AT PROSPECT AVENUE,52,52,100,0,0,0,0,Y,7,2014-2015
6085153,SAN DIEGO,PUBLIC,SANTEE,SANTEE,RIO SECO ELEMENTARY,104,103,99,0,0,1,1,Y,7,2014-2015
0123042,SAN DIEGO,PUBLIC,SBC - HIGH TECH HIGH,CHULA VISTA,HIGH TECH MIDDLE CHULA VISTA,104,101,97,0,0,3,3,Y,7,2014-2015
0119271,SAN DIEGO,PUBLIC,SBC - HIGH TECH HIGH,SAN MARCOS,HIGH TECH MIDDLE NORTH COUNTY,109,102,94,0,0,7,6,Y,7,2014-2015
6040505,SAN DIEGO,PUBLIC,SOUTH BAY UNION,IMPERIAL BEACH,IMPERIAL BEACH CHARTER,65,64,98,0,0,1,2,Y,7,2014-2015
6040513,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN DIEGO,NESTOR LANGUAGE ACADEMY CHARTER,62,61,98,0,0,1,2,Y,7,2014-2015
6120893,SAN DIEGO,PUBLIC,SPENCER VALLEY ELEMENTARY,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY SAN DIEGO,255,240,94,0,0,15,6,Y,7,2014-2015
6059745,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,BONITA VISTA MIDDLE,604,594,98,2,0,8,1,Y,7,2014-2015
6059752,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,CASTLE PARK MIDDLE,433,433,100,0,0,0,0,Y,7,2014-2015
6059760,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,CHULA VISTA MIDDLE,408,403,99,0,0,5,1,Y,7,2014-2015
6120968,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,EASTLAKE MIDDLE,896,884,99,5,1,7,1,Y,7,2014-2015
6062004,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,HILLTOP MIDDLE,561,544,97,0,0,17,3,Y,7,2014-2015
3731155,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,OPTIONS SECONDARY,16,16,100,0,0,0,0,Y,7,2014-2015
6114276,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,RANCHO DEL REY MIDDLE,816,805,99,0,0,11,1,Y,7,2014-2015
6059778,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,NATIONAL CITY,GRANGER JUNIOR HIGH,343,340,99,0,0,3,1,Y,7,2014-2015
6059794,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,NATIONAL CITY,NATIONAL CITY MIDDLE,409,404,99,3,1,2,0,Y,7,2014-2015
6059786,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,SAN DIEGO,MAR VISTA ACADEMY FOR PROBLEM BASED LEARNING,439,433,99,0,0,6,1,Y,7,2014-2015
6070890,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,SAN DIEGO,MONTGOMERY MIDDLE,465,461,99,0,0,4,1,Y,7,2014-2015
6062012,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,SAN DIEGO,SOUTHWEST MIDDLE,344,344,100,0,0,0,0,Y,7,2014-2015
0101220,SAN DIEGO,PUBLIC,VALLECITOS ELEMENTARY,FALLBROOK,RAI ONLINE CHARTER,12,9,75,0,0,3,25,Y,7,2014-2015
6040562,SAN DIEGO,PUBLIC,VALLECITOS ELEMENTARY,RAINBOW,VALLECITOS ELEMENTARY,16,16,100,0,0,0,0,Y,7,2014-2015
6038962,SAN DIEGO,PUBLIC,VALLEY CENTER-PAUMA UNIFIED,PAUMA VALLEY,PAUMA ELEMENTARY,26,23,88,0,0,3,12,Y,7,2014-2015
6093272,SAN DIEGO,PUBLIC,VALLEY CENTER-PAUMA UNIFIED,VALLEY CENTER,VALLEY CENTER MIDDLE,241,233,97,0,0,8,3,Y,7,2014-2015
6112221,SAN DIEGO,PUBLIC,VISTA UNIFIED,OCEANSIDE,MADISON MIDDLE,398,391,98,0,0,7,2,Y,7,2014-2015
6107577,SAN DIEGO,PUBLIC,VISTA UNIFIED,OCEANSIDE,ROOSEVELT MIDDLE,354,344,97,1,0,9,3,Y,7,2014-2015
0128223,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,BELLA MENTE MONTESSORI ACADEMY,36,29,81,1,3,6,17,Y,7,2014-2015
3730942,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,GUAJOME PARK ACADEMY CHARTER,198,194,98,0,0,4,2,Y,7,2014-2015
6059802,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,RANCHO MINERVA MIDDLE,269,267,99,2,1,0,0,Y,7,2014-2015
6059810,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,VISTA INNOVATION AND DESIGN ACADEMY,213,206,97,0,0,7,3,Y,7,2014-2015
0114637,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,"VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY, SCIENCE, AND MATH",286,282,99,1,0,3,1,Y,7,2014-2015
0126300,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,VISTA VISIONS ACADEMY,14,13,93,0,0,1,7,Y,7,2014-2015
3730975,SAN DIEGO,PUBLIC,WARNER UNIFIED,WARNER SPRINGS,WARNER JUNIOR SENIOR HIGH,23,23,100,0,0,0,0,Y,7,2014-2015
6133680,SAN DIEGO,PRIVATE,,CARLSBAD,PACIFIC RIDGE SCHOOL,78,78,100,0,0,0,0,Y,7,2014-2015
6975841,SAN DIEGO,PRIVATE,,CARLSBAD,ST. PATRICK CATHOLIC SCHOOL,52,52,100,0,0,0,0,Y,7,2014-2015
7031289,SAN DIEGO,PRIVATE,,CHULA VISTA,CALVARY CHRISTIAN ACADEMY,28,28,100,0,0,0,0,Y,7,2014-2015
6975866,SAN DIEGO,PRIVATE,,CHULA VISTA,ST. PIUS X,27,27,100,0,0,0,0,Y,7,2014-2015
6975874,SAN DIEGO,PRIVATE,,CHULA VISTA,ST. ROSE OF LIMA SCHOOL,36,36,100,0,0,0,0,Y,7,2014-2015
6975650,SAN DIEGO,PRIVATE,,CORONADO,SACRED HEART PARISH SCHOOL,29,29,100,0,0,0,0,Y,7,2014-2015
7050925,SAN DIEGO,PRIVATE,,DEL MAR,"WINSTON SCHOOL, THE",17,17,100,0,0,0,0,Y,7,2014-2015
6938849,SAN DIEGO,PRIVATE,,EL CAJON,CHRISTIAN JUNIOR SENIOR HIGH,66,59,89,0,0,7,11,Y,7,2014-2015
6141907,SAN DIEGO,PRIVATE,,EL CAJON,FOOTHILLS CHRISTIAN MIDDLE SCHOOL,31,20,65,0,0,11,35,Y,7,2014-2015
6975510,SAN DIEGO,PRIVATE,,EL CAJON,HOLY TRINITY ELEMENTARY,14,13,93,0,0,1,7,Y,7,2014-2015
6975589,SAN DIEGO,PRIVATE,,EL CAJON,OUR LADY OF GRACE SCHOOL,32,32,100,0,0,0,0,Y,7,2014-2015
6975767,SAN DIEGO,PRIVATE,,EL CAJON,ST. KIERAN CATHOLIC SCHOOL,10,10,100,0,0,0,0,Y,7,2014-2015
7077266,SAN DIEGO,PRIVATE,,ENCINITAS,"GRAUER, THE",26,25,96,0,0,1,4,Y,7,2014-2015
6140081,SAN DIEGO,PRIVATE,,ENCINITAS,SAINT JOHN SCHOOL,54,53,98,0,0,1,2,Y,7,2014-2015
6975312,SAN DIEGO,PRIVATE,,ESCONDIDO,CALVIN CHRISTIAN,30,30,100,0,0,0,0,Y,7,2014-2015
6975437,SAN DIEGO,PRIVATE,,ESCONDIDO,ESCONDIDO CHRISTIAN,22,22,100,0,0,0,0,Y,7,2014-2015
6965511,SAN DIEGO,PRIVATE,,ESCONDIDO,GRACE LUTHERAN SCHOOL,18,17,94,0,0,1,6,Y,7,2014-2015
6975791,SAN DIEGO,PRIVATE,,ESCONDIDO,ST. MARY'S SCHOOL,19,17,89,0,0,2,11,Y,7,2014-2015
6975262,SAN DIEGO,PRIVATE,,LA JOLLA,ALL HALLOWS ACADEMY,25,25,100,0,0,0,0,Y,7,2014-2015
6938815,SAN DIEGO,PRIVATE,,LA JOLLA,"BISHOP'S SCHOOL, THE",95,93,98,0,0,2,2,Y,7,2014-2015
6939045,SAN DIEGO,PRIVATE,,LA JOLLA,LA JOLLA COUNTRY DAY SCHOOL,98,97,99,0,0,1,1,Y,7,2014-2015
7051360,SAN DIEGO,PRIVATE,,LA JOLLA,SAN DIEGO FRENCH–AMERICAN SCHOOL,32,32,100,0,0,0,0,Y,7,2014-2015
6975932,SAN DIEGO,PRIVATE,,LA JOLLA,STELLA MARIS ACADEMY,20,20,100,0,0,0,0,Y,7,2014-2015
6993166,SAN DIEGO,PRIVATE,,LA JOLLA,THE CHILDREN'S SCHOOL,18,14,78,0,0,4,22,Y,7,2014-2015
6927636,SAN DIEGO,PRIVATE,,LA MESA,MT. HELIX ACADEMY,16,16,100,0,0,0,0,Y,7,2014-2015
6965552,SAN DIEGO,PRIVATE,,LA MESA,ST. MARTIN OF TOURS ACADEMY,25,24,96,0,0,1,4,Y,7,2014-2015
6975742,SAN DIEGO,PRIVATE,,LEMON GROVE,SAINT JOHN OF THE CROSS CATHOLIC SCHOOL,41,41,100,0,0,0,0,Y,7,2014-2015
6939326,SAN DIEGO,PRIVATE,,NATIONAL CITY,SAN DIEGO ACADEMY,23,23,100,0,0,0,0,Y,7,2014-2015
7090327,SAN DIEGO,PRIVATE,,OCEANSIDE,OCEANSIDE ADVENTIST ELEMENTARY,14,13,93,0,0,1,7,Y,7,2014-2015
6930499,SAN DIEGO,PRIVATE,,OCEANSIDE,OLD MISSION MONTESSORI SCHOOL,17,14,82,0,0,3,18,Y,7,2014-2015
6975817,SAN DIEGO,PRIVATE,,OCEANSIDE,ST. MARY STAR OF THE SEA ELEMENTARY,27,27,100,0,0,0,0,Y,7,2014-2015
6130777,SAN DIEGO,PRIVATE,,POWAY,NEWBRIDGE SCHOOL,12,12,100,0,0,0,0,Y,7,2014-2015
6975833,SAN DIEGO,PRIVATE,,POWAY,ST. MICHAEL'S SCHOOL,74,74,100,0,0,0,0,Y,7,2014-2015
6203491,SAN DIEGO,PRIVATE,,RANCHO SANTA FE,HORIZON PREP,35,29,83,0,0,6,17,Y,7,2014-2015
7093602,SAN DIEGO,PRIVATE,,RANCHO SANTA FE,"NATIVITY SCHOOL, THE",24,24,100,0,0,0,0,Y,7,2014-2015
6975296,SAN DIEGO,PRIVATE,,SAN DIEGO,BLESSED SACRAMENT ELEMENTARY,13,13,100,0,0,0,0,Y,7,2014-2015
6932214,SAN DIEGO,PRIVATE,,SAN DIEGO,CHABAD HEBREW ACADEMY,19,19,100,0,0,0,0,Y,7,2014-2015
6918072,SAN DIEGO,PRIVATE,,SAN DIEGO,CHILDREN'S CREATIVE AND PERFORMING ARTS,12,12,100,0,0,0,0,Y,7,2014-2015
6902902,SAN DIEGO,PRIVATE,,SAN DIEGO,CITY TREE CHRISTIAN,12,11,92,0,0,1,8,Y,7,2014-2015
6987770,SAN DIEGO,PRIVATE,,SAN DIEGO,FRANCIS PARKER SCHOOL,112,107,96,0,0,5,4,Y,7,2014-2015
6920722,SAN DIEGO,PRIVATE,,SAN DIEGO,GOOD SHEPHERD CATHOLIC,17,16,94,1,6,0,0,Y,7,2014-2015
7008048,SAN DIEGO,PRIVATE,,SAN DIEGO,GRACE CHRISTIAN,15,13,87,0,0,2,13,Y,7,2014-2015
7052608,SAN DIEGO,PRIVATE,,SAN DIEGO,HERITAGE CHRISTIAN SCHOOL OF SAN DIEGO,63,46,73,0,0,17,27,Y,7,2014-2015
6975494,SAN DIEGO,PRIVATE,,SAN DIEGO,HOLY FAMILY ELEMENTARY,21,21,100,0,0,0,0,Y,7,2014-2015
6930465,SAN DIEGO,PRIVATE,,SAN DIEGO,HORIZON CHRISTIAN ACADEMY,42,39,93,0,0,3,7,Y,7,2014-2015
7080427,SAN DIEGO,PRIVATE,,SAN DIEGO,ISLAMIC SCHOOL OF SAN DIEGO,12,12,100,0,0,0,0,Y,7,2014-2015
7078298,SAN DIEGO,PRIVATE,,SAN DIEGO,MARANATHA CHRISTIAN SCHOOLS,48,46,96,0,0,2,4,Y,7,2014-2015
7103328,SAN DIEGO,PRIVATE,,SAN DIEGO,NATIVITY PREP ACADEMY,21,21,100,0,0,0,0,Y,7,2014-2015
6975569,SAN DIEGO,PRIVATE,,SAN DIEGO,"NAZARETH SCHOOL OF SAN DIEGO, INC",27,26,96,0,0,1,4,Y,7,2014-2015
6143622,SAN DIEGO,PRIVATE,,SAN DIEGO,NOTRE DAME ACADEMY,54,54,100,0,0,0,0,Y,7,2014-2015
6939177,SAN DIEGO,PRIVATE,,SAN DIEGO,OCEAN VIEW CHRISTIAN ACADEMY,18,18,100,0,0,0,0,Y,7,2014-2015
6975619,SAN DIEGO,PRIVATE,,SAN DIEGO,OUR LADY OF THE SACRED HEART,25,25,100,0,0,0,0,Y,7,2014-2015
6966071,SAN DIEGO,PRIVATE,,SAN DIEGO,OUR LADY'S SCHOOL,25,25,100,0,0,0,0,Y,7,2014-2015
6975684,SAN DIEGO,PRIVATE,,SAN DIEGO,SAINT CHARLES BORROMEO ACADEMY,31,31,100,0,0,0,0,Y,7,2014-2015
7093115,SAN DIEGO,PRIVATE,,SAN DIEGO,SAN DIEGO CENTER FOR CHILDREN ACADEMY,11,10,91,0,0,1,9,Y,7,2014-2015
6907877,SAN DIEGO,PRIVATE,,SAN DIEGO,SAN DIEGO JEWISH ACADEMY,40,39,98,0,0,1,3,Y,7,2014-2015
6975924,SAN DIEGO,PRIVATE,,SAN DIEGO,SCHOOL OF THE MADELEINE,54,54,100,0,0,0,0,Y,7,2014-2015
6975890,SAN DIEGO,PRIVATE,,SAN DIEGO,SOILLE SAN DIEGO HEBREW DAY,24,24,100,0,0,0,0,Y,7,2014-2015
6975692,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. CHARLES ELEMENTARY,26,26,100,0,0,0,0,Y,7,2014-2015
6975700,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. COLUMBA,13,13,100,0,0,0,0,Y,7,2014-2015
6975718,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. DIDACUS PARISH SCHOOL,30,27,90,0,0,3,10,Y,7,2014-2015
6138820,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. GREGORY THE GREAT CATHOLIC SCHOOL,27,27,100,0,0,0,0,Y,7,2014-2015
6137277,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. MICHAEL ACADEMY,13,13,100,0,0,0,0,Y,7,2014-2015
6975858,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. PATRICK'S ELEMENTARY,20,20,100,0,0,0,0,Y,7,2014-2015
6965560,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. PAUL'S LUTHERAN,14,12,86,0,0,2,14,Y,7,2014-2015
6966113,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. RITA'S SCHOOL,18,18,100,0,0,0,0,Y,7,2014-2015
6981054,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. THERESE ACADEMY,34,34,100,0,0,0,0,Y,7,2014-2015
6975882,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. VINCENT DE PAUL,21,21,100,0,0,0,0,Y,7,2014-2015
6132922,SAN DIEGO,PRIVATE,,SAN DIEGO,THE CAMBRIDGE SCHOOL,17,16,94,0,0,1,6,Y,7,2014-2015
6202386,SAN DIEGO,PRIVATE,,SAN DIEGO,THE ROCK ACADEMY,13,12,92,0,0,1,8,Y,7,2014-2015
7081631,SAN DIEGO,PRIVATE,,SAN DIEGO,WALDORF SCHOOL OF SAN DIEGO,20,12,60,0,0,8,40,Y,7,2014-2015
6991319,SAN DIEGO,PRIVATE,,SAN DIEGO,"WARREN-WALKER, INC.",39,37,95,0,0,2,5,Y,7,2014-2015
7090244,SAN DIEGO,PRIVATE,,SAN MARCOS,SAINT JOSEPH ACADEMY,28,26,93,0,0,2,7,Y,7,2014-2015
6930564,SAN DIEGO,PRIVATE,,SAN MARCOS,VALLEY CHRISTIAN SCHOOL,14,14,100,0,0,0,0,Y,7,2014-2015
6975593,SAN DIEGO,PRIVATE,,SAN YSIDRO,OUR LADY OF MT. CARMEL,38,38,100,0,0,0,0,Y,7,2014-2015
6927883,SAN DIEGO,PRIVATE,,SOLANA BEACH,SANTA FE CHRISTIAN SCHOOLS,92,86,93,0,0,6,7,Y,7,2014-2015
6975734,SAN DIEGO,PRIVATE,,SOLANA BEACH,ST. JAMES ACADEMY,23,23,100,0,0,0,0,Y,7,2014-2015
7082803,SAN DIEGO,PRIVATE,,SPRING VALLEY,"HEARTLAND CHRISTIAN HOMESCHOOL CENTER, INC.",11,10,91,0,0,1,9,Y,7,2014-2015
6975908,SAN DIEGO,PRIVATE,,SPRING VALLEY,SANTA SOPHIA ACADEMY,26,25,96,0,0,1,4,Y,7,2014-2015
6913644,SAN DIEGO,PRIVATE,,SPRING VALLEY,TRINITY CHRISTIAN SCHOOL,15,13,87,0,0,2,13,Y,7,2014-2015
7079551,SAN DIEGO,PRIVATE,,VISTA,CALVARY CHRISTIAN SCHOOL,13,12,92,0,0,1,8,Y,7,2014-2015
6975726,SAN DIEGO,PRIVATE,,VISTA,ST. FRANCIS OF ASSISI,27,21,78,6,22,0,0,Y,7,2014-2015
6987002,SAN DIEGO,PRIVATE,,VISTA,TRI-CITY CHRISTIAN SCHOOLS,45,39,87,0,0,6,13,Y,7,2014-2015
6975973,SAN DIEGO,PRIVATE,,VISTA,VISTA CHRISTIAN,14,14,100,0,0,0,0,Y,7,2014-2015
6037535,SAN DIEGO,PUBLIC,ALPINE UNION ELEMENTARY,ALPINE,JOAN MACQUEEN MIDDLE,188,183,97,0,0,5,3,Y,7,2015-2016
6108567,SAN DIEGO,PUBLIC,BONSALL UNIFIED,BONSALL,NORMAN L. SULLIVAN MIDDLE,211,205,97,0,0,6,3,Y,7,2015-2016
0132886,SAN DIEGO,PUBLIC,BONSALL UNIFIED,BONSALL,PATHWAYS ACADEMY CHARTER,21,12,57,0,0,9,43,Y,7,2015-2016
6115315,SAN DIEGO,PUBLIC,BORREGO SPRINGS UNIFIED,BORREGO SPRINGS,BORREGO SPRINGS MIDDLE,30,29,97,0,0,1,3,Y,7,2015-2016
6037584,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,CAJON VALLEY MIDDLE,315,313,99,0,0,2,1,Y,7,2015-2016
0119255,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,EJE MIDDLE ACADEMY,58,57,98,0,0,1,2,Y,7,2015-2016
6037626,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,EMERALD MIDDLE,167,166,99,0,0,1,1,Y,7,2015-2016
6037659,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,GREENFIELD MIDDLE,225,224,100,0,0,1,0,Y,7,2015-2016
6112890,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,HILLSDALE MIDDLE,517,513,99,1,0,3,1,Y,7,2015-2016
0111005,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,LOS COCHES CREEK MIDDLE,224,222,99,0,0,2,1,Y,7,2015-2016
6093207,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,MONTGOMERY MIDDLE,269,267,99,0,0,2,1,Y,7,2015-2016
6118137,SAN DIEGO,PUBLIC,CARLSBAD UNIFIED,CARLSBAD,AVIARA OAKS MIDDLE,397,389,98,0,0,8,2,Y,7,2015-2016
0107557,SAN DIEGO,PUBLIC,CARLSBAD UNIFIED,CARLSBAD,CALAVERA HILLS MIDDLE,142,137,96,0,0,5,4,Y,7,2015-2016
6037816,SAN DIEGO,PUBLIC,CARLSBAD UNIFIED,CARLSBAD,VALLEY MIDDLE,355,341,96,0,0,14,4,Y,7,2015-2016
6116859,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,ARROYO VISTA CHARTER,81,79,98,0,0,2,2,Y,7,2015-2016
6115778,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,CHULA VISTA LEARNING COMMUNITY CHARTER,120,118,98,0,0,2,2,Y,7,2015-2016
6111322,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,DISCOVERY CHARTER,53,53,100,0,0,0,0,Y,7,2015-2016
6037956,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,FEASTER -MAE L.- CHARTER,93,89,96,0,0,0,0,Y,7,2015-2016
0124321,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,HOWARD GARDNER COMMUNITY CHARTER,21,14,67,0,0,0,0,Y,7,2015-2016
